Id,Point
12366,"53.23247,-.36622"
12566,"52.00404,-.62402"
12567,"52.1722,.25129"
12568,"52.57199,.12414"
12569,"51.63631,.38507"
12570,"51.95077,-.7668"
12571,"52.12175,-.21578"
12572,"52.16677,-.70235"
12573,"52.81269,1.37657"
12574,"52.13481,-1.02472"
12575,"52.01766,-.48808"
12576,"51.53236,.73868"
12577,"52.23872,-1.08981"
12580,"51.99042,.39511"
12584,"52.49093,-.66632"
12585,"52.56282,-.51219"
12586,"52.6493,-.76202"
12587,"52.55558,-.82809"
12588,"52.647,-.41768"
12591,"53.53447,-.49947"
12592,"52.20355,-.04421"
12593,"52.01663,-.97774"
12597,"51.82082,1.00576"
12598,"52.02325,-1.13062"
12599,"51.5897,.50679"
12601,"52.35513,1.43115"
12602,"51.99715,-.24114"
12603,"51.8909,1.21249"
12604,"52.49407,1.15758"
12609,"51.85794,.69887"
12610,"52.7025,.69297"
12611,"52.08958,-.05796"
12612,"52.29382,.33225"
12613,"52.46533,.05423"
12614,"52.17013,.40182"
12615,"52.78781,-.26429"
12616,"53.44404,.02435"
12617,"53.04108,-.37346"
12618,"51.99822,.57909"
12619,"52.15304,1.06173"
12620,"51.94645,-.54576"
12621,"52.32458,.89304"
12622,"51.73686,.48017"
12623,"52.29581,-.51382"
12626,"52.51646,.98818"
12627,"53.23588,.10443"
12629,"52.60346,1.16988"
12630,"52.22837,.74179"
12637,"51.62381,.82655"
12638,"52.13449,-.41545"
12639,"52.20756,-.73336"
12640,"52.32699,-.99849"
12641,"53.37122,-.68257"
12642,"52.76735,-.6238"
12643,"53.38716,-.18436"
12644,"53.08102,-.6168"
12645,"53.57224,-.23685"
13164,"52.54918,-.1218"
13166,"52.5771,-.12504"
13274,"52.32301,-.20623"
13282,"52.45157,-.6057"
13296,"52.58399,.34615"
13327,"52.05893,.29665"
13339,"52.19167,1.4844"
13365,"51.7998,-2.14859"
13380,"53.28815,-1.5792"
13381,"53.40517,-1.73898"
13382,"54.10012,-2.16435"
13417,"53.9477,-2.01994"
13467,"50.91155,.28949"
13468,"51.3948,.29558"
13469,"50.8531,-.66739"
13486,"55.0928,-2.48254"
13487,"53.7186,-2.19542"
14446,"52.4167,-2.83684"
14448,"51.1435,-.51323"
14477,"51.90391,.02125"
14491,"51.0458,-.40081"
14495,"53.058,-3.37675"
14496,"51.6759,-3.86761"
14497,"52.2742,-3.56321"
14498,"52.3905,-3.32847"
14499,"51.5662,-4.26832"
14500,"51.648,-3.05492"
14510,"51.3804,-.13563"
14513,"51.1401,-.95969"
14963,"50.87803,.49895"
15512,"51.1005,.00812"
15515,"50.8371,-.37771"
15519,"53.7829,-2.99218"
15528,"53.5867,-2.6344"
15529,"51.8751,-2.01927"
15530,"52.0513,-1.76345"
15531,"51.7773,-2.09301"
15532,"52.0673,-1.61067"
15533,"52.1871,-1.41873"
15545,"53.7378,-2.56709"
15546,"54.56982,-2.4315"
15561,"50.94,-2.33672"
15604,"51.0841,-.21416"
15608,"53.0261,-1.72412"
15610,"55.006,-2.99997"
15611,"54.8432,-3.06364"
15612,"54.7042,-3.27515"
15619,"53.0942,-1.65947"
15620,"52.0673,-1.61067"
15621,"52.6314,-1.07739"
15622,"52.0134,.74576"
15623,"51.9317,.71156"
15624,"51.9482,.48115"
15625,"51.9049,.84803"
15626,"52.0497,.45273"
15633,"51.2801,.13356"
15634,"51.4591,.11181"
15635,"51.7202,-4.72471"
15636,"51.5973,-3.03336"
15637,"52.3538,-3.87512"
15638,"51.5895,-3.16349"
15640,"54.49822,-3.55716"
15641,"54.065,-2.86336"
15825,"52.7178,-2.57005"
15826,"52.2206,-2.9851"
15869,"51.5204,.61751"
15870,"54.3621,-2.34216"
15884,"50.8735,-3.79851"
15892,"51.0057,-1.11485"
15893,"51.0372,-.90031"
15894,"51.1205,-.61685"
15911,"52.233,-7.23002"
15949,"52.2542,-9.03955"
15959,"52.18,-9.24241"
15964,"52.2817,-8.49469"
15966,"52.2794,-8.69036"
15968,"52.2795,-7.73506"
15976,"52.2877,-8.12478"
15984,"52.1361,-8.32692"
16003,"52.0469,-8.5676"
16013,"52.2261,-8.68235"
16015,"52.0406,-8.7381"
16020,"52.3671,-7.92835"
16023,"52.4924,-7.5495"
16031,"52.5149,-7.90969"
16032,"52.0483,-8.26629"
16049,"52.3641,-7.18708"
16061,"52.082,-7.98801"
16086,"52.2179,-8.60487"
16093,"52.0426,-9.2007"
16096,"52.5706,-8.05812"
16102,"52.3913,-7.40209"
16105,"52.1074,-8.19131"
16113,"52.4696,-7.65122"
16122,"52.2744,-8.8878"
16126,"52.2921,-7.88567"
16141,"52.6769,-7.59623"
16164,"52.1645,-8.89959"
16168,"52.2133,-8.83538"
16172,"52.3402,-8.03663"
16173,"52.061,-8.96663"
16175,"52.2467,-8.414"
16179,"52.1459,-8.51283"
16182,"52.5652,-7.66816"
16183,"52.602,-7.83274"
16189,"52.3608,-7.57162"
16191,"52.1805,-9.15822"
16192,"52.3366,-7.78886"
16194,"52.2581,-7.8905"
16195,"52.1268,-9.18907"
16196,"52.3045,-7.63008"
16209,"52.0763,-8.86653"
16211,"52.1122,-8.67002"
16221,"52.0517,-9.07814"
16223,"52.1937,-8.17939"
16239,"52.3875,-7.79717"
16243,"52.2114,-9.00024"
16253,"52.1328,-8.79493"
16269,"52.0951,-8.97182"
16274,"52.7422,-7.92922"
16280,"52.2697,-7.11247"
16282,"52.4686,-7.83472"
16283,"52.4043,-8.12226"
16303,"52.6362,-7.99631"
16312,"52.8228,-7.84393"
16313,"52.7989,-7.70923"
16320,"52.2692,-7.64195"
16330,"52.1735,-8.62641"
16339,"52.2755,-7.38915"
16348,"52.2181,1.26756"
16349,"52.1033,.80747"
16350,"52.3067,1.1523"
16497,"51.51115,.58338"
17566,"52.91116,-2.63713"
17567,"52.84224,-2.87218"
17568,"52.8635,-3.12364"
17569,"52.70835,-2.98052"
17570,"52.71822,-2.57065"
17571,"52.71832,-2.71722"
17572,"52.51853,-2.88197"
17573,"52.59735,-3.02971"
17574,"52.58932,-2.78744"
17575,"52.47914,-2.97541"
17576,"52.48174,-2.57937"
17577,"52.4243,-3.17274"
17582,"52.30741,-2.72816"
17583,"52.32562,-2.22664"
17589,"52.01655,-2.65348"
17592,"51.75873,-2.61208"
17593,"51.89986,-2.41343"
17594,"51.23692,-2.21694"
17639,"50.35689,-4.73099"
17649,"53.70434,-2.13486"
17692,"50.59232,-3.71667"
17707,"50.72848,-3.47501"
17708,"50.88457,-3.48775"
17759,"51.04639,-3.46053"
17763,"52.45681,-3.93927"
17764,"52.39608,-3.89995"
17766,"52.18546,-3.70373"
17872,"54.50544,-.84602"
17873,"54.3783,-3.10286"
17875,"51.44134,-.93787"
17908,"54.67001,-2.78784"
17914,"53.986,-2.66231"
17915,"52.76326,-1.23502"
17916,"52.76326,-1.23502"
17928,"51.09779,1.15503"
17940,"52.63617,-2.25853"
17941,"53.26822,-4.33326"
17943,"52.29512,-3.4987"
17944,"51.61264,-3.96204"
17953,"51.83845,.16142"
17954,"50.51733,-3.84286"
17955,"50.68005,-3.40893"
1,"52.38358,-2.32243"
4,"52.72449,-2.87219"
21,"52.04967,-2.20074"
57,"52.03495,-2.11656"
60,"52.63637,-2.52495"
67,"52.38896,-2.25047"
69,"52.75427,-2.53408"
121,"52.86544,-1.33536"
125,"52.75693,-1.80539"
130,"53.13187,-.80365"
132,"52.70624,-1.0915"
135,"53.26963,-.952"
156,"52.83191,-1.27353"
159,"52.56022,-1.98342"
160,"52.57128,-1.20127"
161,"52.91626,-2.17186"
162,"52.92727,-1.47544"
163,"52.57387,-1.13452"
165,"53.37718,-1.05324"
166,"52.75855,-1.16406"
192,"52.9216,-1.28348"
193,"52.94819,-1.18333"
293,"50.75287,-3.04724"
315,"50.36308,-3.9112"
536,"53.54646,-2.37196"
552,"53.43832,-2.34406"
561,"53.39067,-2.56036"
568,"53.60706,-2.7931"
571,"53.54927,-2.62599"
762,"51.64018,-1.82653"
854,"51.43541,-3.41499"
966,"53.12002,-2.84702"
968,"53.13415,-2.87135"
978,"51.70729,-1.26292"
996,"51.7937,-1.56437"
1001,"51.75755,-1.36638"
1043,"51.64783,-1.25416"
1053,"51.74064,-1.11519"
1070,"51.46133,-.96788"
1085,"51.40161,-1.32387"
1093,"51.43276,-1.06706"
1105,"51.29742,-.73905"
1131,"51.52931,-.69719"
1132,"51.52415,-.7021"
1146,"51.4858,-.58912"
1187,"51.44023,-.53528"
1190,"51.43713,-.51223"
1192,"51.43162,-.51224"
1197,"51.40283,-.53977"
1204,"51.37417,-.47847"
1214,"51.2069,-.57031"
1219,"51.23604,-.578"
1223,"51.37249,-.46632"
1224,"51.39131,-.42142"
1232,"51.14477,-.19952"
1243,"51.29499,-.33608"
1245,"51.38172,-.37749"
1249,"51.41501,-.30886"
1296,"51.42197,-.1734"
1368,"51.76483,.01512"
1372,"51.77001,.00613"
1395,"51.56784,-.05102"
1518,"52.27104,-.9228"
1659,"52.82341,-.53669"
1724,"52.83323,-.46065"
1879,"54.08072,-2.02477"
1880,"53.8909,-1.27569"
1882,"53.99869,-1.26619"
1894,"54.18345,-1.35486"
1909,"54.18562,-.72501"
1913,"54.14666,-.75975"
1928,"54.47772,-1.29873"
7410,"51.0115,.39778"
7411,"51.0115,.39778"
7492,"51.08955,-1.27175"
7509,"51.0674,-2.26952"
7514,"51.049,-2.4125"
7535,"51.3742,-.47847"
7554,"51.7587,.01367"
7555,"51.7587,.01367"
7556,"51.7587,.01367"
7569,"51.8212,-1.23244"
7653,"50.7167,-3.52834"
7671,"50.876,-1.99283"
7751,"53.4544,-2.09632"
7879,"52.9086,-3.57619"
7899,"53.188,-2.88429"
7982,"51.9939,-3.79113"
8211,"51.0218,-3.53137"
8239,"50.8064,-4.53646"
8244,"51.3843,-2.3793"
8259,"51.2308,-2.30824"
8260,"50.5957,-3.68293"
8327,"50.5951,-3.61595"
8337,"51.0612,-1.79445"
8339,"50.7897,-1.97131"
8346,"50.732,-2.75202"
8501,"51.3358,-.94084"
8516,"51.7512,-1.24667"
8525,"51.4156,-.47762"
8527,"51.307,-.53711"
8603,"52.62768,1.22261"
8647,"52.049,.46207"
8985,"50.797,-2.08307"
9045,"50.7391,-2.7582"
9056,"50.752,-3.45476"
9057,"50.8236,-4.43886"
9063,"50.7326,-2.76702"
9064,"50.7326,-2.76702"
9217,"50.9046,-3.47934"
9636,"51.1897,.16086"
9641,"50.9647,-.32384"
9644,"50.9575,-.26572"
9651,"51.0386,-.10008"
9663,"51.2506,.44746"
9666,"51.2241,.33434"
9667,"51.2888,.5083"
9672,"51.1352,.89167"
9673,"51.1725,.79957"
9674,"51.1419,.87636"
9677,"51.2737,1.16851"
9686,"51.4493,.1731"
9691,"50.6645,-1.17646"
9694,"50.6904,-1.28785"
9696,"50.8325,-1.46176"
9698,"50.9109,-1.51064"
9706,"51.1775,-1.39768"
9708,"51.1526,-1.4509"
9709,"51.1526,-1.4509"
9711,"51.0343,-1.54785"
9713,"51.0089,-1.49964"
9720,"51.0899,-1.18178"
9722,"51.0898,-1.18035"
9726,"50.9901,-1.33599"
9727,"50.9363,-1.36806"
9741,"50.695,-1.30618"
9748,"51.0881,-1.18895"
9750,"50.9875,-1.34457"
9751,"50.9543,-1.37067"
10919,"51.1302,.87867"
10923,"51.0863,-1.18184"
10960,"50.8844,.03438"
11066,"53.23182,-.55877"
11069,"52.47111,1.4792"
11070,"52.47111,1.4792"
11072,"52.00314,.89046"
11073,"51.73773,.44692"
11081,"53.29781,-.13189"
11082,"52.47323,-.912"
11084,"52.22978,-.93406"
11097,"52.13121,.20522"
11102,"52.66827,1.21821"
11103,"53.22259,-.54051"
11104,"52.66827,1.21821"
11128,"52.0596,-.70585"
11135,"51.80139,.63528"
11136,"51.93578,.69698"
11144,"52.85687,-.62915"
11173,"53.02115,-.37911"
11177,"51.72737,.43981"
11184,"52.07702,.49095"
11186,"52.08067,.72466"
11191,"52.94939,-.70213"
11202,"52.09235,.69328"
11613,"52.684,-.46148"
11618,"52.89097,-.62361"
11653,"53.20849,-.11182"
11655,"53.21036,-.11623"
11665,"52.04712,.69311"
11681,"52.68176,-.36096"
12015,"52.64222,-.49842"
12038,"53.02268,-.74615"
12044,"52.24524,-.90424"
12307,"53.25106,-.3123"
12322,"53.13262,-.14654"
12323,"52.72046,-.36395"
12324,"52.66937,-.58622"
12325,"52.97888,-.60741"
12326,"52.684,-.46148"
12347,"52.52683,-.42869"
12355,"53.22817,.33026"
12356,"53.08038,-.61449"
12357,"53.37105,.00856"
12358,"53.27535,-.40217"
12360,"52.58865,-.6021"
12372,"52.684,-.46148"
12578,"51.98999,.39435"
12581,"51.98999,.39435"
12595,"52.53893,-.73786"
12631,"52.18098,1.00732"
12633,"51.73643,.47941"
12634,"51.88446,.36548"
12635,"51.95537,.42732"
13051,"52.33055,-.22833"
13279,"51.90771,-.66852"
13280,"51.26107,1.13752"
13302,"52.33198,-.68197"
13303,"52.23097,-.89728"
13304,"52.14457,-.3168"
13305,"52.25424,-.30802"
13306,"52.13179,-.96206"
13332,"52.15157,.06715"
13333,"52.09329,.29264"
13334,"52.14194,.14807"
13335,"52.13481,.1421"
13342,"52.13374,-.46005"
13343,"52.02676,-.26683"
13345,"51.9808,-.71582"
13346,"52.28677,-.21723"
13348,"52.08936,-.72202"
13349,"51.61229,.52319"
13350,"52.04049,-.33537"
13353,"52.01143,-.93098"
13418,"50.9996,-.40281"
13445,"51.0376,-2.83501"
13458,"51.0201,-3.10053"
14444,"53.0078,-2.86627"
14503,"51.196,.25491"
14959,"51.295,-.33608"
15507,"53.0079,-2.86574"
15552,"50.0838,-5.29191"
15555,"50.0999,-5.27964"
15564,"53.13417,-2.8719"
16367,"50.9046,-3.47934"
16502,"50.82568,.17508"
16523,"50.80681,-.6828"
17616,"52.23678,-.83945"
17657,"52.0693,.47302"
17677,"50.22963,-5.38883"
17884,"50.99624,-.5095"
17935,"51.96924,-2.19357"
18716,"51.41189,-1.32104"
211,"50.97491,-1.97857"
212,"51.20244,-1.95838"
258,"50.69066,-2.47985"
7587,"51.3431,-.10374"
8319,"50.9229,-.81298"
8326,"50.8477,-.14054"
8342,"50.7162,-2.58776"
8524,"51.1497,-.97674"
8748,"51.11,-1.99625"
8749,"51.1898,-1.97175"
9133,"51.1177,-1.64343"
9134,"51.307,-1.51155"
9135,"51.0773,-1.4923"
9136,"51.2553,-1.18396"
9137,"51.1754,-1.12794"
9138,"51.0341,-1.07295"
9139,"51.0214,-1.39085"
9140,"51.0789,-1.34448"
9141,"50.9438,-1.0384"
9142,"50.939,-.96062"
9144,"51.2828,-.197"
9145,"51.5,-.68506"
9146,"51.6768,-.82935"
9147,"51.5971,-.9303"
9148,"51.2251,-.98491"
9149,"51.1092,-.9946"
9150,"51.4868,-1.43682"
9152,"51.8915,-.32016"
9153,"51.5044,-1.73786"
9154,"51.5358,-1.30559"
9155,"51.4768,-1.33989"
9156,"51.4984,-1.62914"
9157,"51.5391,-1.52932"
9160,"51.8237,-.43464"
9218,"50.8696,-.12801"
9578,"53.1361,-.79919"
9680,"51.2621,1.14039"
10566,"52.7877,-2.68573"
10567,"52.7836,-2.69679"
10568,"52.7977,-2.57984"
10569,"52.8197,-2.57984"
10570,"52.82,-2.57866"
10571,"52.8363,-2.57843"
10572,"52.8362,-2.57769"
10573,"52.8455,-2.55227"
10574,"52.7889,-2.96527"
10575,"52.8051,-2.55472"
10576,"52.7702,-2.70354"
10577,"52.7704,-2.70384"
10578,"52.7784,-2.66409"
10579,"52.7902,-2.70816"
10580,"52.7905,-2.70757"
10581,"52.7929,-2.71992"
10582,"52.7929,-2.72037"
10583,"52.7777,-2.76266"
10584,"52.7884,-2.78153"
10585,"52.7775,-2.75243"
10586,"52.7692,-2.73124"
10587,"52.7619,-2.74445"
10588,"52.7503,-2.76278"
10589,"52.7678,-2.75612"
10590,"52.7589,-2.77567"
10591,"52.8174,-2.59079"
10592,"52.752,-2.85689"
10593,"52.773,-2.8447"
10594,"52.7611,-2.83336"
10595,"52.7541,-2.83989"
10596,"52.7582,-2.86042"
10597,"52.7403,-2.84377"
10598,"52.7516,-2.85688"
10599,"52.831,-2.57465"
10600,"52.8469,-2.56357"
10601,"52.8474,-2.56358"
10602,"52.859,-2.54442"
10603,"52.7944,-2.56616"
10604,"52.8066,-2.49837"
10605,"52.8174,-2.59079"
10606,"52.8258,-2.58764"
10607,"52.8287,-2.60015"
10608,"52.8356,-2.60544"
10609,"52.7925,-2.55456"
10610,"52.7719,-2.32559"
10611,"52.8745,-2.92111"
10612,"52.7168,-2.79313"
10613,"52.8349,-2.62843"
10615,"52.7953,-2.82719"
10616,"52.7733,-2.85938"
10617,"52.4019,-2.18249"
10618,"52.4019,-2.18249"
10619,"52.3999,-2.17793"
10620,"53.336,-1.16663"
10623,"52.407,-2.15958"
10624,"52.3998,-2.17646"
10625,"52.3666,-2.30571"
10626,"52.4057,-2.16634"
10627,"52.7679,-2.65681"
10628,"52.802,-2.71221"
10629,"52.793,-2.64741"
10630,"52.8065,-2.68618"
10631,"52.7801,-2.70815"
10632,"52.7635,-2.67809"
10633,"52.7869,-2.58711"
10634,"52.3943,-2.2023"
10635,"52.4048,-2.15428"
10636,"52.4044,-2.15472"
10637,"52.4006,-2.20056"
10638,"52.4006,-2.20056"
10639,"52.3472,-2.07686"
10640,"53.3465,-1.07149"
10641,"52.8832,-2.31513"
10642,"52.4039,-2.1437"
10643,"52.2919,-2.22426"
10644,"52.7567,-2.78215"
10645,"53.264,-.77177"
10647,"53.3885,-.78308"
10648,"53.2301,-.78323"
10649,"53.6317,-.89315"
10650,"53.5516,-.9209"
10651,"52.3698,-2.06104"
10804,"53.4287,-2.60345"
10805,"52.9641,-2.6644"
10806,"53.1201,-2.8471"
10807,"53.5245,-2.31716"
10808,"54.1352,-3.23982"
10809,"54.3636,-3.42818"
10810,"54.6852,-2.60163"
10811,"54.7786,-2.75133"
10812,"54.8107,-2.73948"
10813,"54.7263,-2.73267"
10814,"54.6278,-2.64678"
10815,"54.6133,-2.63736"
10816,"54.7971,-3.26451"
10817,"54.4088,-3.46347"
10818,"54.4354,-3.49248"
10820,"53.4604,-2.32677"
10821,"53.3319,-2.74128"
10822,"53.2205,-2.744"
10823,"53.1323,-2.7353"
10824,"53.1025,-2.78232"
10825,"54.5148,-2.34163"
10826,"54.7692,-2.63334"
10827,"54.6132,-2.63743"
10828,"54.8045,-3.27533"
10829,"54.4496,-3.48297"
10830,"53.4565,-2.44692"
10831,"53.1862,-2.88616"
10832,"54.5648,-2.45015"
10833,"54.7016,-2.69352"
10834,"54.5016,-3.60608"
10835,"54.5818,-2.41521"
10836,"53.1929,-2.73035"
10837,"53.6081,-3.03751"
10838,"53.603,-2.21642"
10840,"53.407,-2.27582"
10841,"53.3747,-2.21023"
10842,"53.3157,-2.19673"
10843,"53.2807,-2.15607"
10844,"53.4752,-2.3424"
10845,"53.4613,-2.55707"
10846,"53.4358,-2.57119"
10847,"53.3814,-2.57286"
10848,"53.3749,-2.52032"
10849,"53.4468,-2.64195"
10850,"53.4755,-2.61165"
10851,"53.363,-2.60493"
10852,"53.2098,-2.63975"
10853,"53.2083,-2.63853"
10854,"53.2087,-2.6542"
10855,"53.2186,-2.60963"
10856,"53.2038,-2.62801"
10857,"53.2009,-2.63414"
10858,"53.1135,-2.73011"
10859,"53.1135,-2.73008"
10860,"53.0821,-2.74056"
10861,"53.3532,-2.84036"
10862,"53.3672,-2.86648"
10863,"53.3434,-2.8675"
10864,"53.3485,-2.80676"
10865,"53.2984,-2.77386"
10866,"53.2292,-2.88161"
10867,"53.1962,-2.77561"
10868,"53.1801,-2.8689"
10869,"53.1452,-2.80634"
10870,"53.2071,-2.85664"
10871,"53.0815,-2.84386"
10872,"53.0532,-2.77859"
10873,"53.0855,-2.77178"
10874,"53.1301,-2.83643"
10875,"53.1118,-2.7965"
10876,"53.032,-2.80022"
10877,"53.4089,-2.98331"
10878,"53.4631,-2.91678"
10879,"53.3507,-3.04657"
10880,"53.3436,-3.01621"
10881,"53.324,-3.03484"
10882,"53.3861,-2.93137"
10883,"53.2487,-3.02575"
10884,"53.2543,-3.04741"
10885,"53.264,-2.98598"
10886,"53.2865,-3.04721"
10887,"53.1407,-2.95493"
10888,"53.1529,-2.95154"
10889,"53.401,-3.07262"
10890,"53.3509,-3.08301"
10892,"53.8646,-2.7563"
10893,"53.8898,-2.72845"
10894,"53.7662,-2.70059"
10895,"53.7662,-2.70067"
10896,"53.789,-2.64291"
10897,"53.7803,-2.70682"
10898,"53.7766,-2.62967"
10899,"53.7192,-2.64837"
10900,"53.6819,-2.66339"
10901,"53.8983,-2.82326"
10902,"53.9366,-2.85509"
10903,"53.7757,-2.79521"
10904,"53.7876,-2.78011"
10905,"53.5974,-2.84731"
10906,"53.6119,-2.82372"
10907,"53.6319,-2.83076"
10908,"53.6667,-2.82948"
10909,"53.6688,-2.8554"
10910,"53.5402,-2.88752"
10911,"53.6118,-3.05544"
10912,"53.5754,-3.07024"
10913,"53.5658,-3.08736"
10914,"53.407,-2.27582"
10915,"53.037,-2.83798"
10932,"51.3802,-.13598"
10933,"51.3802,-.13598"
10938,"51.2956,-.06192"
10939,"51.2825,-.19704"
10940,"50.8602,-.25195"
10941,"50.8741,-.0217"
10942,"51.1602,1.11881"
10943,"51.1825,1.03563"
10944,"51.2166,-1.40146"
10945,"51.3406,.68212"
10946,"51.2763,.86602"
10947,"51.3912,.12304"
10948,"51.0494,.09939"
10949,"50.6619,-1.18863"
10950,"51.2394,-1.53989"
10951,"50.9283,-.89788"
10952,"50.8771,-.27095"
10953,"51.139,1.23685"
10954,"51.3486,1.33112"
10955,"51.3313,.7152"
10956,"51.2952,-1.4786"
10957,"51.0843,-1.12977"
10958,"51.1757,-1.30533"
10959,"50.93715,-1.07177"
10965,"50.6664,-3.29653"
10966,"50.7357,-3.32209"
10967,"50.8565,-2.88708"
10968,"50.8761,-1.97567"
10969,"50.8042,-2.25474"
10970,"50.3588,-4.63955"
10972,"51.2885,-1.72117"
10973,"50.9927,-1.74872"
10974,"50.9926,-1.75462"
10976,"50.7156,-3.29734"
10977,"51.5854,-2.25034"
10978,"50.9291,-2.16395"
10979,"50.7755,-2.69669"
10980,"51.0524,-1.88356"
10982,"51.1322,-1.91562"
10983,"50.7543,-2.26513"
10985,"51.103,-1.76299"
10987,"50.7818,-3.25101"
10988,"51.1366,-1.81156"
10989,"51.1284,-1.85475"
10990,"51.4724,-2.14976"
10992,"51.5296,-.71665"
11001,"51.5516,-1.26511"
11002,"51.5516,-1.26511"
11003,"51.6736,-1.32879"
11004,"51.4446,-1.76347"
11005,"51.6882,-2.09467"
11006,"51.6742,-2.04811"
11007,"51.9521,-1.1221"
11008,"51.7581,-1.79179"
11009,"51.7293,-1.81661"
11010,"51.716,-1.9157"
11011,"51.6869,-2.07419"
11013,"51.4944,-1.38616"
11014,"51.7228,-1.94939"
11015,"51.4969,-1.36783"
11016,"51.3996,-1.28034"
11017,"51.6756,-.7643"
11018,"51.5204,-1.43106"
11019,"51.5204,-1.43106"
11020,"51.4302,-1.91468"
11022,"51.5005,-1.55377"
11023,"51.5005,-1.55377"
11024,"51.5333,-1.56455"
11025,"51.5333,-1.56455"
11026,"51.2646,-.43938"
11028,"51.5258,-1.52304"
11029,"51.5258,-1.52304"
11030,"51.2329,-.5085"
11031,"51.2184,-.75279"
11032,"51.4053,-.93118"
11033,"51.4769,-1.45235"
11034,"51.7371,-1.96179"
11035,"51.7334,-1.96109"
11036,"51.4981,-1.28974"
11037,"51.4804,-1.36014"
11038,"51.3609,-.61551"
11039,"51.5582,-1.38487"
11040,"51.5581,-1.38545"
11041,"51.4061,-1.91813"
11043,"51.4376,-.68139"
11044,"51.1291,-.88649"
11045,"51.5834,-.59649"
12273,"53.83876,-.57297"
12274,"54.14722,-.83797"
12276,"54.20212,-.94374"
12277,"54.04302,-1.31429"
12279,"53.80072,-.40723"
12280,"53.80072,-.40723"
12281,"54.01827,-.55157"
12282,"53.8923,-.54071"
12284,"53.70801,-.9713"
12285,"53.70801,-.9713"
12286,"53.70863,-1.04704"
12287,"53.70863,-1.04704"
13137,"53.86497,-.51124"
13254,"53.82903,-.51252"
13308,"53.01901,-.43617"
13311,"52.2677,.40196"
13312,"52.10311,.07185"
13313,"52.01352,.05313"
13315,"52.21107,1.26263"
13316,"52.30401,1.15209"
13318,"53.62981,-.39855"
13319,"53.66654,-.4577"
13320,"53.33694,-.04907"
13321,"53.65007,-.57934"
13322,"53.2079,-.44427"
13323,"53.2901,-.54631"
13324,"53.46368,-.10352"
13325,"52.95591,-.42356"
13326,"53.47861,-.5248"
13328,"52.05415,.28838"
13366,"54.03451,-.41358"
13367,"53.89076,-.41902"
13368,"54.25111,-.48202"
13369,"53.83457,-1.05938"
13374,"54.10535,-.33439"
13375,"54.07065,-.42748"
13376,"53.77568,-.55993"
13383,"53.81928,-.4521"
13384,"53.78373,-.48376"
13385,"52.3995,-2.21952"
13387,"52.7871,-2.74414"
13389,"52.27939,1.06237"
13390,"52.15325,.27884"
13391,"52.22454,.31177"
13394,"52.20542,.36932"
13395,"52.23141,1.17624"
13398,"53.2943,-2.13512"
13420,"53.0717,-2.81621"
13442,"54.828,-3.03463"
13459,"51.5069,-1.34594"
13460,"52.7639,-2.85075"
13472,"51.738,-.58511"
13477,"51.3501,.74556"
13478,"51.5273,-1.5518"
13479,"51.5284,-1.55033"
14468,"51.2478,.12672"
14469,"51.1144,-1.15492"
14476,"51.6053,-.7483"
14485,"51.2867,.15894"
14494,"51.6616,-1.85088"
15510,"51.6981,-1.943"
15514,"51.6981,-1.943"
15516,"52.7583,-2.88487"
15517,"52.7502,-2.8767"
15520,"52.7765,-2.6863"
15556,"50.6999,-3.30818"
15557,"50.8539,-2.2206"
15558,"50.7785,-3.48664"
15559,"51.0842,-1.93027"
15561,"50.94,-2.33672"
15606,"51.6682,-.55888"
15613,"53.2205,-2.6076"
15687,"50.8508,-.76462"
15824,"51.6901,-1.83097"
15841,"54.4535,-3.47277"
16351,"50.91504,-1.07319"
16352,"50.97635,-1.11756"
16353,"51.07558,-1.70572"
16354,"51.0966,-1.41158"
16355,"50.6875,-1.31309"
16356,"50.9098,-.95238"
17637,"51.22734,-1.59394"
17651,"51.15391,-.76101"
17664,"51.75338,-1.97334"
17683,"51.73789,-.58519"
17684,"51.75338,-1.97334"
17754,"53.39406,-3.035"
17756,"53.46682,-2.27853"
17776,"51.34308,-.10387"
17777,"53.31569,-2.19673"
17867,"51.24327,-1.39175"
17868,"51.07183,-1.51011"
17869,"50.68747,-1.31309"
17909,"54.13525,-3.19957"
17912,"50.68136,-1.39182"
17930,"50.66373,-1.34722"
17984,"51.22508,-.98491"
18094,"51.36094,-.61551"
18706,"51.25015,-.81184"
18728,"51.28277,-.197"
18730,"51.34308,-.10387"
18733,"51.29564,-.06192"
18738,"51.34226,-.02179"
6,"52.15375,-1.69724"
67,"52.38896,-2.25047"
94,"52.01311,-2.17531"
100,"52.66048,-3.15568"
196,"50.73034,-1.77339"
197,"50.84327,-1.79357"
206,"51.1416,-2.20473"
209,"51.07253,-1.77753"
211,"50.97491,-1.97857"
212,"51.20244,-1.95838"
234,"51.05378,-2.28985"
240,"50.71163,-2.76284"
241,"50.56988,-2.44102"
245,"50.56482,-2.46728"
253,"50.68351,-2.10892"
258,"50.69066,-2.47985"
268,"50.73462,-3.54735"
277,"50.61679,-3.42424"
281,"50.91751,-3.44457"
308,"50.54105,-3.55084"
311,"50.53327,-3.65778"
319,"50.5823,-3.89803"
322,"50.39108,-3.70101"
327,"50.59513,-3.61593"
336,"50.43168,-4.08306"
358,"50.17583,-5.43654"
359,"50.28485,-5.05732"
