Id,Point
368,"50.25222,-5.04124"
375,"50.21524,-5.47642"
380,"50.47965,-4.79563"
386,"50.54175,-4.93693"
391,"50.5167,-4.83498"
395,"50.64043,-4.67518"
399,"50.83297,-4.55885"
400,"50.47141,-4.71735"
409,"51.05249,-4.19044"
410,"51.10054,-4.16424"
423,"51.02572,-3.74963"
432,"50.64805,-3.43191"
434,"51.21388,-3.47438"
442,"51.01909,-3.13364"
453,"51.1299,-3.00161"
491,"51.24229,-2.32779"
510,"51.42144,-2.49285"
519,"53.27759,-2.45585"
539,"53.49058,-2.26069"
547,"53.4546,-2.09557"
597,"53.94361,-2.76138"
603,"53.92654,-3.00473"
619,"54.33091,-2.74286"
630,"54.29539,-3.23741"
641,"54.60804,-3.10756"
680,"54.98682,-2.9204"
682,"51.49751,.05262"
683,"51.49695,.02044"
684,"51.50122,-.12384"
685,"51.50676,-.0787"
686,"51.48437,-.14962"
687,"51.46226,-.31619"
688,"51.51446,.72334"
689,"51.45674,.33496"
702,"55.76652,-1.92451"
716,"55.12773,-1.49499"
761,"51.57183,-1.81669"
766,"52.0451,-2.7522"
767,"52.06193,-2.65997"
768,"52.10111,-3.61802"
773,"52.22051,-2.98466"
774,"52.27685,-2.9327"
777,"52.08131,-2.5638"
778,"52.22658,-2.73034"
784,"52.13703,-2.48853"
786,"52.06917,-2.74353"
788,"51.64648,-2.67054"
796,"52.05176,-2.72017"
814,"51.8568,-3.14142"
817,"52.04628,-3.4457"
822,"51.94769,-3.39442"
830,"51.48546,-3.26759"
834,"51.60512,-3.33793"
835,"51.73809,-3.5068"
836,"51.60452,-3.35347"
848,"51.70149,-3.71573"
858,"51.66494,-3.8087"
874,"51.65513,-4.05522"
878,"51.66644,-4.16478"
880,"50.80045,-4.10405"
917,"52.08112,-4.6617"
928,"52.41152,-4.08632"
946,"53.23141,-3.34206"
955,"53.26211,-3.44953"
961,"52.96328,-3.72488"
967,"53.08145,-2.8135"
982,"51.61646,-1.66674"
1004,"51.98889,-1.6979"
1060,"51.52332,-1.14125"
1079,"51.44383,-1.58468"
1080,"51.44383,-1.58468"
1090,"51.41097,-1.32517"
1106,"51.31549,-.76453"
1127,"51.60919,-.69938"
1137,"51.89178,-2.10371"
1140,"51.92194,-2.09967"
1177,"51.52072,-.50088"
1191,"51.44196,-.53569"
1280,"51.39747,-.23095"
1306,"51.42296,-.00766"
1328,"50.6981,-4.51647"
1337,"50.33612,-4.63358"
1349,"50.69109,-4.6942"
1352,"50.58917,-4.83022"
1358,"51.20204,-3.59703"
1433,"54.86803,-3.39436"
1466,"51.08883,-1.27289"
1491,"53.67728,-.52542"
1492,"50.76358,-1.5377"
1496,"50.69364,-1.10799"
1498,"50.76327,-1.29666"
1508,"53.29302,.29706"
1547,"52.80824,.21058"
1549,"51.44699,.34137"
1553,"52.12833,-.42443"
1585,"52.0492,-.85231"
1670,"52.95829,.84958"
1681,"52.26878,.20856"
1688,"51.85248,.96328"
1694,"51.99158,-.93971"
1728,"53.22667,-.36868"
1735,"52.79539,.3642"
1736,"52.57195,1.73844"
1742,"51.80936,1.21756"
1759,"52.93914,.02973"
1766,"51.20169,.33034"
1773,"52.12956,-.7531"
1782,"50.94739,.73476"
1792,"50.87805,.50008"
1812,"50.81474,.35712"
1815,"50.76566,.29569"
1823,"50.88832,.24414"
1830,"50.91567,.04343"
1835,"50.82885,-.24882"
1842,"50.80689,-.54389"
1949,"53.47126,-1.2949"
1970,"53.7313,-1.98327"
2054,"53.70743,-.72436"
2055,"53.70196,-.86642"
2065,"54.24683,-.7776"
2078,"54.08517,-.1823"
2079,"53.73679,-.33382"
2085,"53.73594,-.21014"
2086,"53.5761,.10846"
2087,"53.7197,-.67667"
2090,"53.72384,-.58442"
2093,"54.48352,-1.55352"
2099,"51.50071,-3.1395"
4037,"55.98542,-2.73654"
4053,"55.6502,-3.54394"
4057,"55.59142,-2.79771"
4065,"57.09228,-4.74428"
4071,"55.99077,-2.48678"
4074,"57.68077,-2.95413"
4077,"55.8374,-4.10795"
4159,"56.14364,-3.83931"
4180,"55.61331,-3.05884"
4181,"57.94317,-4.41041"
4192,"57.2583,-2.36226"
4212,"55.67595,-3.80473"
4222,"55.5495,-4.39379"
4237,"57.56179,-7.31687"
4239,"57.39882,-3.71529"
4253,"57.07825,-2.92136"
4256,"57.39548,-2.26818"
4260,"56.18111,-4.41259"
4266,"55.56419,-5.27193"
4283,"57.34319,-2.54654"
4295,"55.00437,-3.04679"
4320,"57.27304,-3.87726"
4330,"57.42568,-4.68242"
4335,"57.52197,-3.44685"
7288,"51.5818,-3.62041"
7289,"52.2321,-3.20104"
7290,"52.6485,-3.59929"
7291,"51.7979,-3.36624"
7292,"52.4709,-3.60224"
7294,"52.5225,-3.43004"
7295,"52.5073,-3.17061"
7296,"52.8214,-3.40815"
7297,"52.3801,-3.50089"
7298,"52.6123,-3.41721"
7300,"52.7607,-3.25585"
7302,"52.5004,-3.6611"
7303,"52.7579,-3.46041"
7307,"51.9493,-4.59198"
7311,"51.9593,-3.05354"
7312,"52.2536,-3.63893"
7315,"52.9542,-4.44233"
7319,"51.5327,-3.11968"
7321,"52.4283,-3.7013"
7325,"53.3317,-3.82521"
7326,"52.8127,-4.50968"
7327,"52.9943,-3.77355"
7329,"52.9508,-4.09599"
7331,"52.7403,-3.64638"
7332,"52.6793,-3.81257"
7333,"53.0267,-4.12565"
7334,"52.8286,-3.707"
7335,"52.9181,-4.24938"
7336,"53.2641,-4.61317"
7347,"52.2862,-1.54903"
7363,"52.2206,-2.9851"
7364,"53.0038,-.82925"
7365,"53.2366,-1.14549"
7370,"53.50508,-2.50687"
7372,"53.9041,-2.76858"
7374,"53.7368,-2.49678"
7375,"53.4957,-2.5019"
7401,"50.83004,.02549"
7404,"50.7877,.05998"
7410,"51.0115,.39778"
7509,"51.0674,-2.26952"
7515,"51.5156,.09698"
7516,"51.5156,.09698"
7517,"51.5156,.09698"
7518,"51.5156,.09698"
7519,"51.4295,-.3184"
7520,"51.4295,-.3184"
7522,"51.4456,.74342"
7523,"51.4944,.02642"
7524,"51.4944,.02642"
7525,"51.4944,.02642"
7526,"51.4944,.02642"
7527,"51.4944,.02642"
7528,"51.4944,.02642"
7529,"51.4944,.02642"
7530,"51.4944,.02642"
7533,"51.6898,-.55486"
7535,"51.3742,-.47847"
7538,"51.4035,-.83692"
7554,"51.7587,.01367"
7555,"51.7587,.01367"
7557,"51.4428,.02975"
7559,"51.4283,.02393"
7560,"51.4681,-.25075"
7561,"51.4655,-.25373"
7562,"51.3503,-.25093"
7563,"51.2337,-.28845"
7564,"51.1022,-.17404"
7565,"51.1252,-.1737"
7566,"51.1252,-.1737"
7570,"52.98105,-.02997"
7571,"52.98105,-.02997"
7573,"54.5247,-3.40945"
7586,"51.022,-4.20283"
7591,"51.2887,-2.47459"
7592,"50.7123,-2.76129"
7593,"50.6121,-1.96509"
7594,"50.6104,-1.9647"
7595,"51.44625,-2.61683"
7596,"51.474,-2.56162"
7597,"51.474,-2.56162"
7605,"51.8041,-4.95919"
7611,"51.7804,-3.75753"
7612,"51.7636,-3.77693"
7614,"51.7608,-5.01708"
7615,"52.0396,-3.93345"
7617,"51.8984,-3.95293"
7622,"51.9969,-2.37335"
7623,"51.5146,-.68392"
7638,"51.3825,-2.3568"
7639,"51.3825,-2.3568"
7643,"52.758,-1.16288"
7645,"50.8802,-4.66892"
7646,"50.9267,-1.78758"
7647,"51.7351,-3.9391"
7648,"53.0281,-2.9024"
7649,"52.8058,-1.24578"
7650,"50.615,-1.97222"
7651,"50.614,-1.97704"
7655,"51.5109,.16586"
7656,"53.3271,-1.91091"
7665,"53.4984,-2.49439"
7671,"50.876,-1.99283"
7674,"51.6272,-.28706"
7698,"51.6446,-3.64526"
7699,"53.1273,-2.78009"
7703,"54.925,-3.11897"
7704,"54.8968,-2.9036"
7705,"54.6505,-3.56684"
7706,"54.5753,-3.31488"
7707,"54.0343,-2.91145"
7708,"53.4497,-3.01805"
7746,"53.9997,-2.84965"
7748,"53.7804,-2.70865"
7749,"53.7481,-2.71113"
7751,"53.4544,-2.09632"
7768,"53.9864,-2.42955"
7770,"53.9961,-2.24765"
7771,"53.0412,-2.74702"
7772,"53.4879,-2.63716"
7773,"53.4498,-2.21828"
7774,"53.4462,-2.2288"
7775,"53.4398,-2.24683"
7776,"53.438,-2.25585"
7777,"53.4307,-2.29795"
7778,"53.4021,-2.23608"
7779,"53.5089,-2.28945"
7780,"53.5089,-2.28945"
7802,"51.5476,-2.48737"
7804,"51.6974,-4.16661"
7805,"52.8796,-2.55345"
7807,"53.3759,-2.53867"
7809,"52.6776,-2.34012"
7810,"53.4381,-2.21521"
7811,"53.4289,-2.28891"
7812,"53.395,-2.19394"
7813,"53.4144,-2.15596"
7814,"53.396,-2.11273"
7816,"53.4709,-1.96575"
7818,"53.4827,-1.91734"
7819,"53.4066,-3.05923"
7820,"53.4705,-2.93578"
7821,"53.2761,-2.85474"
7837,"50.5648,-2.46728"
7838,"50.5648,-2.46728"
7839,"50.5645,-2.45246"
7841,"51.5691,-.48987"
7842,"51.652,-3.29671"
7843,"51.6154,-2.98084"
7844,"52.2513,-3.39064"
7845,"51.6894,-3.2075"
7853,"51.6764,-3.48284"
7854,"53.2094,-3.12541"
7855,"51.8146,-2.70322"
7857,"52.9456,-3.67311"
7858,"53.0624,-3.5574"
7859,"53.0726,-3.53187"
7860,"53.1166,-3.32611"
7861,"52.9255,-4.12479"
7862,"53.0242,-4.25423"
7863,"52.1878,-4.12806"
7864,"52.4035,-4.0578"
7869,"51.8712,-2.6399"
7872,"51.7088,-3.3459"
7873,"53.1158,-3.29667"
7874,"53.1492,-3.19682"
7875,"52.9633,-3.72484"
7876,"51.7238,-3.24702"
7877,"51.6045,-3.35347"
7878,"52.0676,-3.44692"
7883,"51.8121,-3.01823"
7884,"53.0259,-2.95351"
7885,"53.1685,-4.06572"
7886,"53.3395,-4.44091"
7887,"51.7704,-4.00048"
7888,"51.7381,-3.5068"
7890,"51.7183,-3.0303"
7891,"51.939,-3.40159"
7893,"52.0049,-3.23679"
7898,"52.9076,-3.58463"
7899,"53.188,-2.88429"
7900,"53.1867,-2.88717"
7901,"53.1221,-4.11824"
7902,"52.2186,-3.93579"
7904,"51.7904,-3.43402"
7905,"51.7904,-3.43402"
7906,"51.793,-3.4337"
7908,"51.6841,-3.29869"
7909,"51.5285,-3.25314"
7910,"51.7409,-3.18419"
7911,"51.7261,-3.13366"
7912,"51.9632,-3.45178"
7914,"51.7553,-3.12997"
7918,"51.8725,-3.47861"
7919,"51.7381,-3.5068"
7920,"53.2646,-3.45101"
7921,"53.2197,-3.20903"
7923,"52.1273,-4.25028"
7924,"51.8008,-4.24246"
7925,"51.5701,-4.08408"
7926,"51.6579,-3.3975"
7927,"51.7807,-3.29904"
7928,"52.536,-3.27493"
7929,"52.5963,-3.19658"
7932,"53.065,-3.77885"
7934,"52.3586,-3.80334"
7935,"52.0876,-4.66163"
7936,"52.2186,-3.93579"
7937,"52.0054,-4.26697"
7938,"52.1129,-4.65502"
7940,"51.7384,-4.30866"
7946,"51.8209,-4.00512"
7947,"51.7,-4.14895"
7948,"51.6634,-4.11025"
7951,"51.7092,-3.70231"
7954,"51.6358,-3.52527"
7955,"51.576,-2.81492"
7973,"53.1391,-3.67764"
7974,"52.2099,-3.81414"
7975,"51.5345,-3.22719"
7976,"51.679,-3.48811"
7978,"51.7572,-3.06026"
7979,"52.4042,-3.60685"
7980,"52.6629,-3.27723"
7982,"51.9939,-3.79113"
7983,"51.8342,-3.96009"
7986,"51.6994,-2.68145"
7987,"52.1011,-3.61802"
8006,"52.5312,-2.20427"
8007,"52.5095,-2.42944"
8009,"52.3549,-1.51461"
8015,"52.3967,-1.99259"
8016,"52.8794,-1.25491"
8017,"53.0872,-1.50664"
8020,"53.707,-.72531"
8021,"53.5037,-1.0278"
8026,"51.9913,-2.1629"
8029,"52.4176,-1.12617"
8030,"51.5082,-2.71807"
8031,"51.9988,-2.15546"
8043,"52.192,-2.71866"
8044,"53.0293,-1.48642"
8045,"53.1362,-1.20294"
8047,"53.1688,-.80142"
8048,"52.9863,-.97764"
8049,"53.3657,-1.69954"
8050,"52.5316,-1.95822"
8052,"53.1985,-1.90684"
8069,"52.8649,-2.30912"
8071,"52.9953,-1.98601"
8072,"52.9914,-2.01335"
8076,"52.7314,-1.70525"
8109,"52.846,-.10085"
8198,"51.8194,-.7862"
8199,"52.6644,-2.9059"
8204,"51.143,-3.89264"
8205,"50.8393,-2.93485"
8206,"50.7071,-4.03649"
8207,"50.1919,-5.38062"
8208,"50.3434,-4.75178"
8209,"51.0136,-3.51955"
8210,"50.2923,-4.78261"
8215,"51.256,.48788"
8218,"51.1301,.87848"
8222,"50.365,-4.71369"
8223,"50.5058,-4.49351"
8224,"50.2722,-5.08031"
8225,"50.2722,-5.08031"
8226,"50.5096,-4.56875"
8228,"50.6863,-4.23945"
8229,"50.188,-5.42386"
8230,"51.3394,-2.71243"
8231,"51.0537,-3.47806"
8233,"50.2881,-5.05747"
8234,"51.059,-2.71766"
8236,"50.1725,-5.10891"
8237,"51.439,-2.62577"
8240,"50.4582,-3.52506"
8241,"51.5059,-2.71746"
8249,"50.0858,-5.31721"
8256,"50.6912,-4.63804"
8257,"50.7321,-2.81893"
8261,"50.3512,-3.57721"
8262,"50.7359,-2.95509"
8264,"51.4581,.01488"
8273,"51.6994,-2.68145"
8332,"51.3665,-2.6222"
8343,"50.4702,-4.71685"
8344,"50.5443,-3.49905"
8347,"51.1913,-2.54228"
8479,"51.5125,.15924"
8480,"51.7641,.01355"
8481,"51.4654,-.32242"
8482,"51.4779,-.50459"
8487,"51.4927,-.59481"
8488,"51.4945,-.59346"
8489,"51.493,-.59451"
8490,"51.501,-.60435"
8491,"51.5011,-.61256"
8492,"51.5022,-.61771"
8493,"51.5041,-.64172"
8494,"51.5041,-.64201"
8495,"51.4265,-.89818"
8501,"51.3358,-.94084"
8505,"51.2931,-.7723"
8506,"51.3818,-.96665"
8515,"51.6383,-1.17917"
8517,"51.7612,-1.83563"
8518,"51.7613,-1.83578"
8525,"51.4156,-.47762"
8527,"51.307,-.53711"
8528,"51.1984,-.58446"
8530,"51.1419,-.82477"
8531,"51.4049,-.54028"
8532,"51.5235,-.64273"
8533,"51.4687,-.62045"
8534,"51.6273,-.74885"
8603,"52.62768,1.22261"
8613,"52.62768,1.22261"
8982,"51.4967,-2.06691"
8983,"51.4967,-2.06691"
8986,"50.2923,-4.78261"
8989,"51.508,.17416"
8992,"51.7643,.01433"
9034,"52.5748,-.76435"
9043,"50.5707,-2.46059"
9044,"50.8803,-4.66892"
9046,"50.7391,-2.7582"
9047,"51.5222,-2.06491"
9052,"51.3821,-2.39739"
9053,"51.3821,-2.39739"
9058,"51.3189,-2.20061"
9059,"50.8805,-4.66893"
9060,"51.0229,-4.22854"
9061,"51.0248,-4.21352"
9063,"50.7326,-2.76702"
9065,"51.5117,-2.06654"
9066,"51.5117,-2.06654"
9069,"51.422,-.17441"
9070,"51.4133,-.18396"
9071,"51.4022,-.18771"
9072,"51.3983,-.18369"
9073,"51.3948,-.17046"
9074,"51.3858,-.16364"
9193,"52.033,-3.17383"
9200,"51.3708,-.15159"
9217,"50.9046,-3.47934"
9222,"51.1929,.23647"
9223,"51.6247,-.28575"
9235,"50.8706,.54865"
9583,"57.1447,-2.07987"
9634,"51.2224,.41875"
9635,"50.9441,.06404"
9637,"51.2894,1.31591"
9638,"51.2894,1.31591"
9640,"50.9423,-.26913"
9645,"50.9936,-.39548"
9648,"50.9687,.09789"
9649,"51.0059,-.08004"
9652,"51.0413,-.09855"
9653,"50.8877,.24354"
9654,"50.8959,.23825"
9656,"50.8539,.04919"
9658,"51.2068,.3893"
9659,"51.209,.3708"
9660,"51.2038,.26806"
9661,"50.9892,.47501"
9662,"51.1931,.21541"
9664,"50.9303,.57862"
9665,"50.9502,.72781"
9668,"51.2017,.33177"
9669,"51.2017,.33177"
9670,"51.2017,.33177"
9671,"51.0862,1.05141"
9674,"51.1419,.87636"
9675,"51.1419,.87636"
9676,"51.1584,.82446"
9677,"51.2737,1.16851"
9678,"51.2737,1.16851"
9679,"51.2156,.44417"
9682,"51.3287,.45162"
9683,"51.1951,.25272"
9684,"51.4125,.11958"
9685,"51.4435,.09943"
9691,"50.6645,-1.17646"
9692,"50.6645,-1.17646"
9694,"50.6904,-1.28785"
9696,"50.8325,-1.46176"
9697,"50.8325,-1.46176"
9698,"50.9109,-1.51064"
9699,"50.9109,-1.51064"
9702,"50.819,-1.45198"
9706,"51.1775,-1.39768"
9710,"51.1526,-1.4509"
9711,"51.0343,-1.54785"
9712,"51.0343,-1.54785"
9713,"51.0089,-1.49964"
9714,"51.0089,-1.49964"
9717,"50.99,-1.48987"
9720,"51.0899,-1.18178"
9721,"51.0899,-1.18178"
9723,"51.0601,-1.31073"
9728,"51.0895,-1.27174"
9729,"51.1723,.17293"
9731,"51.1911,.02783"
9732,"50.9543,-.55914"
9736,"50.996,-.51082"
9738,"50.9996,-.40281"
9739,"50.7877,.05998"
9740,"50.6927,-1.10942"
9741,"50.695,-1.30618"
9742,"50.695,-1.30618"
9745,"51.1775,-1.39768"
9756,"51.4507,.03383"
10523,"51.5323,-3.37151"
10525,"51.9468,-3.6979"
10527,"52.7617,-3.45774"
10530,"51.6093,-3.39695"
10531,"51.525,-3.39265"
10533,"51.637,-3.2335"
10534,"51.6281,-3.40857"
10536,"52.8797,-3.15911"
10540,"51.7724,-3.7611"
10544,"51.593,-3.79095"
10549,"51.833,-3.95273"
10550,"51.6979,-4.08112"
10565,"52.5574,-1.68134"
10616,"52.7733,-2.85938"
10662,"53.3328,-1.31807"
10668,"53.5149,-1.59054"
10670,"53.374,-1.46311"
10681,"53.4759,-1.29935"
10803,"53.7254,-2.28562"
10846,"53.4358,-2.57119"
10849,"53.4468,-2.64195"
10916,"51.0974,.33081"
10917,"51.0109,.44452"
10918,"51.0114,.3992"
10920,"50.8306,.02494"
10921,"50.9108,-1.4822"
10924,"50.8473,-.75733"
10925,"50.8473,-.75733"
10936,"50.9892,.75432"
10937,"50.9892,.75432"
10961,"50.9747,.11098"
10962,"50.9747,.11098"
10993,"51.1889,-.61829"
10994,"51.8245,-.78911"
10996,"51.5614,-.38084"
10997,"51.5234,-.48991"
10999,"51.5431,.07553"
11059,"52.2027,1.49184"
11068,"53.3796,-.30722"
11069,"52.47111,1.4792"
11075,"51.59445,.43124"
11076,"53.3796,-.30722"
11077,"53.38905,-.32692"
11078,"53.38905,-.32692"
11085,"52.4939,-.6493"
11086,"53.22091,-.54865"
11087,"53.12973,-.59208"
11088,"53.12973,-.59208"
11093,"52.60668,1.72338"
11094,"52.62558,1.06433"
11095,"52.2346,-1.07892"
11100,"52.24209,-.81074"
11102,"52.66827,1.21821"
11106,"53.10222,.31708"
11107,"52.54691,1.2816"
11108,"51.76706,.56081"
11122,"53.10203,.31673"
11129,"53.3796,-.30722"
11137,"51.74676,.62485"
11138,"51.72866,.70925"
11139,"51.75413,.65716"
11141,"53.22091,-.54865"
11142,"52.62087,1.30635"
11144,"52.85687,-.62915"
11145,"52.7907,1.45596"
11146,"52.65598,1.20695"
11147,"51.97989,.95741"
11148,"52.1725,1.44851"
11149,"52.12954,1.39013"
11150,"53.27588,-.63677"
11151,"52.36317,-.69735"
11152,"52.17631,-.79641"
11153,"52.42326,-.9544"
11176,"52.18841,.96246"
11178,"52.63307,1.28805"
11179,"52.63307,1.28805"
11180,"52.59782,1.26178"
11182,"52.18841,.96246"
11187,"53.27588,-.63677"
11188,"52.45595,1.44414"
11192,"52.46045,-.71361"
11195,"52.85687,-.62915"
11197,"52.76971,1.47925"
11198,"51.73773,.44692"
11199,"52.15157,.06715"
11200,"52.95095,.74038"
11209,"52.19845,.9924"
11623,"53.14822,-.41802"
11624,"52.58181,1.08785"
11625,"52.2766,1.4566"
11628,"52.25491,-.92906"
11630,"52.61322,1.31189"
11638,"53.30369,-.4845"
11639,"52.36163,1.47058"
11640,"52.20104,1.54734"
11643,"52.66857,-.75483"
11644,"52.23355,-1.0599"
11646,"51.72668,.51508"
11652,"53.29175,.12292"
11654,"52.72385,1.35413"
11657,"52.04648,.69344"
11658,"51.56742,.68089"
11659,"52.3853,1.66942"
11660,"51.89135,.91522"
11662,"52.71356,.92558"
11663,"52.4006,1.33542"
11664,"52.60635,1.24616"
11666,"52.72078,-.14184"
11668,"51.89135,.91522"
11669,"51.73002,.48485"
11673,"52.07599,1.10242"
11674,"52.05438,1.1374"
11678,"53.40576,-.4506"
11681,"52.68176,-.36096"
11683,"52.52235,-.27846"
11684,"52.68176,-.36096"
11685,"52.34881,1.192"
11686,"52.25546,1.56195"
11687,"52.33737,1.53035"
11688,"52.38254,1.2738"
11689,"52.88274,1.06609"
11690,"52.69957,1.31292"
11691,"51.55304,.64109"
11694,"52.1919,-.73893"
11696,"52.13717,1.2353"
11704,"51.78401,1.15774"
11708,"52.17496,1.33167"
11709,"52.77922,.96199"
11710,"52.09387,.41597"
11713,"52.20092,-.7416"
11715,"52.87604,1.41047"
11717,"52.15944,1.37146"
11728,"53.21262,-.44359"
11729,"52.05984,1.13486"
11731,"52.59991,-.24463"
11732,"52.45831,1.45713"
11733,"52.1969,-.89198"
11738,"52.08327,1.23286"
11743,"52.93475,.89157"
11745,"52.21899,-.6679"
11746,"52.21117,-.77644"
11747,"52.2107,-1.01355"
11749,"52.64771,1.24627"
11750,"52.36524,1.24901"
11752,"52.65596,-.38115"
11756,"52.65596,-.38115"
11758,"52.36549,-.42145"
11759,"51.98305,-.76548"
11764,"51.48626,.22851"
11767,"51.94688,-.2773"
11769,"51.48626,.22851"
11943,"52.7176,-3.51444"
11946,"53.75182,-.33321"
11957,"53.74098,-1.36877"
11965,"54.11818,-2.04503"
11966,"54.08197,-.87688"
11967,"53.7496,-.96927"
11968,"53.7496,-.96927"
11969,"53.80285,-1.04864"
11977,"54.56413,-1.28702"
12016,"53.26704,.19668"
12031,"52.71602,-.36856"
12039,"52.69168,-.39802"
12040,"52.23835,-.71126"
12041,"52.28926,-.68046"
12042,"53.158,.21782"
12043,"52.22842,-1.15386"
12046,"52.47623,-.96363"
12051,"53.52443,-.07646"
12308,"53.10365,.23166"
12309,"53.48904,-.17324"
12320,"52.3663,-.57149"
12321,"52.22891,-1.11045"
12322,"53.13262,-.14654"
12325,"52.97888,-.60741"
12326,"52.684,-.46148"
12327,"53.13262,-.14654"
12328,"52.66409,-.59526"
12330,"52.99992,-.42047"
12331,"53.16981,.1543"
12332,"53.47705,.01311"
12333,"53.4285,.01382"
12334,"53.15211,-.58387"
12335,"52.56314,-.36539"
12336,"52.76539,-.36227"
12337,"52.65155,-.26009"
12338,"52.69168,-.39802"
12339,"52.75358,-.2901"
12340,"53.15747,-.12602"
12341,"53.17773,-.62193"
12342,"52.56015,-.28141"
12343,"52.36622,-.57242"
12345,"52.89045,.08988"
12346,"52.4584,-.61212"
12348,"53.71391,-.30444"
12354,"52.97888,-.60741"
12361,"53.23023,.33563"
12362,"53.56447,-.12701"
12363,"53.56447,-.12701"
12364,"52.91005,-.6471"
12365,"52.22724,-.95169"
12373,"52.22642,-.94635"
12374,"53.58868,-.20599"
12376,"52.2645,-.71782"
12377,"52.40185,-.54481"
12564,"53.21375,-.55189"
12578,"51.98999,.39435"
12590,"52.46461,1.56388"
12595,"52.53893,-.73786"
12600,"52.56967,1.1047"
12624,"52.53975,-.74384"
12647,"52.53893,-.73786"
12648,"51.50181,.29806"
13030,"53.16191,-.57607"
13032,"52.56011,-.21797"
13038,"52.58637,.33963"
13042,"52.60547,.06274"
13043,"52.60547,.06274"
13053,"53.16191,-.57607"
13056,"52.21197,.11936"
13058,"53.16191,-.57607"
13163,"52.54875,-.12256"
13165,"52.54875,-.12256"
13276,"52.23665,-.84252"
13277,"52.23789,-.84014"
13281,"53.22876,-.52891"
13298,"51.85292,.9636"
13300,"52.7405,.3872"
13301,"52.56342,.31775"
13303,"52.23097,-.89728"
13307,"52.23097,-.89728"
13337,"53.50794,.04054"
13340,"52.31015,1.52024"
13341,"52.26966,.21213"
13344,"52.13422,-.46239"
13346,"52.28677,-.21723"
13348,"52.08936,-.72202"
13354,"52.08936,-.72202"
13355,"52.28677,-.21723"
13356,"52.28033,-.22218"
13358,"51.8091,-3.4962"
13359,"51.87958,-4.96694"
13370,"55.00755,-1.43967"
13371,"54.60351,-1.16051"
13372,"53.63041,-.1876"
13373,"54.28189,-.38992"
13377,"54.65395,-2.29135"
13378,"55.17772,-2.46127"
13379,"53.73827,-1.29059"
13396,"54.91883,-2.32827"
13402,"51.8323,-2.27014"
13403,"52.4231,-1.43191"
13419,"51.5496,-.48128"
13421,"51.5261,-.48832"
13422,"51.5236,-.48935"
13423,"51.4671,-.49986"
13424,"51.4627,-.51152"
13425,"51.4594,-.54085"
13426,"51.4385,-.51806"
13427,"51.447,-.34797"
13428,"51.464,-.34025"
13430,"51.7536,.01248"
13431,"51.6972,-.01329"
13432,"51.7289,-.00843"
13433,"51.7482,.00488"
13434,"51.6837,-.01099"
13435,"51.3601,-.90696"
13436,"51.3087,-.49498"
13437,"51.1863,-.70932"
13438,"51.335,-.46111"
13439,"51.2958,-.54489"
13441,"51.2503,-.5714"
13443,"51.0376,-2.83501"
13444,"51.0102,-2.75967"
13446,"51.0446,-2.84381"
13447,"51.0734,-2.96482"
13448,"51.0372,-2.97646"
13449,"51.0446,-2.84381"
13450,"51.0471,-2.88153"
13451,"51.0471,-2.88153"
13452,"51.0729,-2.92342"
13453,"51.064,-2.91325"
13454,"51.0729,-2.92342"
13455,"51.1164,-2.99286"
13456,"51.1166,-2.99318"
13457,"51.0907,-2.94376"
13464,"53.0009,-2.91119"
13475,"51.8984,-3.95293"
13480,"54.6507,-3.56716"
13482,"53.4497,-3.01799"
13483,"53.4989,-2.52952"
13484,"53.5341,-2.5787"
14452,"50.7172,-1.99003"
14455,"51.3948,-.17046"
14464,"52.14473,-.52123"
14465,"51.1982,.41462"
14466,"51.1982,.41462"
14472,"53.1374,-3.08244"
14474,"53.73361,-.23021"
14479,"53.7485,-1.42261"
14480,"55.5982,-1.83013"
14481,"54.14926,-1.5705"
14484,"51.6641,-3.90566"
14487,"51.0349,-2.83395"
14490,"50.2601,-5.27922"
14492,"51.4784,.21653"
14495,"53.058,-3.37675"
14497,"52.2742,-3.56321"
14498,"52.3905,-3.32847"
14499,"51.5662,-4.26832"
14500,"51.648,-3.05492"
14501,"50.336,-4.52527"
14502,"50.3316,-4.52063"
14504,"51.4781,.21652"
14505,"53.5016,-2.45347"
14507,"52.929,-4.12738"
14508,"52.9256,-4.12469"
14959,"51.295,-.33608"
15487,"54.0318,-2.92025"
15488,"51.3961,-.24344"
15491,"51.9148,-2.5882"
15492,"52.0264,-2.62986"
15493,"52.0965,-2.96947"
15494,"51.8818,-2.78846"
15504,"52.2206,-2.9851"
15506,"51.13261,.45407"
15507,"53.0079,-2.86574"
15508,"53.21375,-.55189"
15513,"54.8546,-1.96466"
15523,"51.5708,-.24502"
15527,"52.7074,-3.25021"
15542,"52.0819,-1.3211"
15543,"52.0803,-1.31915"
15551,"50.099,-5.28083"
15552,"50.0838,-5.29191"
15553,"50.0838,-5.29191"
15554,"50.0838,-5.29191"
15561,"50.94,-2.33672"
15563,"53.18756,-2.88412"
15570,"53.7518,-.3332"
15571,"53.8749,-.31794"
15573,"53.7675,-.33042"
15574,"53.8391,-.39524"
15575,"53.9855,-.37469"
15576,"53.9783,-.33399"
15577,"53.9855,-.37469"
15578,"53.7476,-.28646"
15579,"53.8046,-.30924"
15580,"51.7979,-3.36563"
15581,"51.19236,-.5985"
15582,"52.0905,1.54441"
15584,"51.796,-3.36347"
